.	0	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	
.	5	447	507	705	1331	1902	2715	3644	51835	52801	58422	71969	76597	167277	251391	257850	263568	273361	277887	283839	288904	318406	371649	381078	386861	405290	423374	565912	596672	623898	685812	755814	1184112	1793361	2846797	3489485	4522141	12749081	13387334	13412234	14021540	14985247	
.	6	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	6	4730	4788	5014	5598	6174	6829	7804	57147	58108	64013	77409	82428	175289	260995	267126	272916	279649	284455	290631	295678	324947	379061	388775	394848	413926	432587	576382	607356	635930	701275	774455	1208982	1818464	2856566	3488515	4516733	12728151	13361262	13386700	13993517	14985247	
.	7	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	7	4175	4257	4450	5036	5603	6372	7518	57637	58611	65071	78420	82802	177241	264615	271044	276874	286117	290996	297280	302381	332042	386943	396880	403168	422228	441350	587421	617383	646301	710818	785407	1224366	1834305	2867695	3489765	4512313	12634541	13269107	13378356	13983351	14985247	
.	8	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	8	503	550	732	1332	1957	2872	4166	54560	55604	61921	74862	79454	175154	262761	269378	275451	283383	288418	294466	299812	329020	385032	395331	401618	421180	434559	589719	619294	648754	715162	789149	1221801	1811188	2867711	3103486	4060222	8747700	9678106	13371167	13977554	14985247	
.	9	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	9	5585	5645	5885	6499	7072	7896	9259	60270	61224	67755	80513	85260	180983	268533	275143	281173	287968	292930	299042	304567	333074	389512	399746	406000	426118	439554	594111	621859	651825	719248	795883	1232853	1827404	2877577	3116657	4076314	8765958	9695794	13371576	13974467	14985247	
.	10	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	10	4752	4787	4950	5550	6168	7145	8726	59829	60918	66859	79490	84270	180966	268184	275395	281491	288423	293619	300031	306086	335230	392906	403731	410509	431258	445353	602440	629580	660838	730193	811115	1252936	1846502	2882509	3123839	4085893	8770694	9698771	13374369	13970632	14985247	
.	11	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	11	3719	3833	4071	4757	5408	6237	7817	58243	59258	65421	78148	82945	179071	266924	274435	280634	287716	293030	299544	305543	335209	393339	404476	411364	432614	447093	605796	631924	664008	735282	818030	1263901	1865240	2894880	3141366	4104762	8799419	9725959	13380972	13972191	14985247	
.	12	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	12	3659	3721	3931	4557	5196	6081	7999	58874	59997	65851	78812	83423	180361	267927	275094	281466	288305	293797	300157	306146	336571	397180	408730	416172	437518	452351	611616	637748	670873	742905	828397	1279416	1883235	2904041	3150435	4118123	8792507	9715447	13283151	13907670	14985247	
.	13	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	13	862	920	1172	1817	2434	3295	5485	56883	57941	64598	77649	82463	180370	268389	274285	281474	291320	297129	303777	310216	340448	402826	412347	422066	444139	459298	618363	645178	678374	735718	836076	1275100	1878936	2900997	3010964	4083408	7224780	8128670	8418594	11151694	14985247	
.	14	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	14	542	628	847	1551	2209	3124	5486	56904	58041	64927	78604	83714	181712	270349	276599	284062	294009	299983	306953	313850	344375	408109	418090	428385	451646	467283	627059	655408	689833	749378	853441	1297889	1904146	2916353	3029470	4106793	7254025	8153179	8441322	11173449	14985247	
.	15	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	15	4519	4586	4825	5498	6176	7237	9681	62098	63234	69672	83486	89026	187409	276315	283474	291082	298419	304414	311436	318838	349813	415407	425620	436473	460518	476543	637441	666289	701941	763984	871751	1318897	1925353	2930897	3047605	4127229	7277108	8169054	8460515	11186733	14985247	
.	16	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	16	523	609	860	1606	2313	3308	5749	59165	60477	67149	80986	86446	185778	275092	281652	289426	299964	306444	313795	321453	352406	419245	430098	441517	466381	482978	645855	676202	713009	777982	890290	1342440	1944037	2945948	3066342	4148669	7301981	8192567	8485302	11212376	14985247	
.	17	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	17	510	577	815	1545	2242	3448	6034	60091	61595	68848	83230	88665	189224	278174	285606	293574	302565	309289	316752	324341	356092	423997	435503	447857	472887	490281	654607	685319	723974	790429	905633	1364545	1961946	2960441	3083546	4168772	7329052	8218411	8514887	11237926	14985247	
.	18	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	18	768	881	1158	1923	2632	3753	6293	60344	61896	69419	83757	89366	190479	280822	287815	296185	300652	311537	319179	327280	358661	427290	439331	452500	478760	496652	662631	694887	734197	804309	923508	1389043	1963766	2976510	3103809	4179053	7328849	8161815	8494854	11237290	14985247	
.	19	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	19	1916	2016	2298	3243	4010	5260	8248	62542	64367	71596	86525	92575	195228	286816	294252	302616	307845	318114	326317	335293	366722	436271	449044	462905	490070	508646	675055	708688	749715	823060	946313	1415925	1988171	2994056	3127334	4205664	7363459	8192732	8533101	11269483	14985247	
.	20	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	20	2092	2182	2454	3207	4022	5256	8069	63649	65692	73059	88541	95074	198687	290622	298307	307428	312868	323016	331436	341091	372202	443349	456682	471511	499784	519194	687630	722660	764457	840664	966460	1439864	2016405	3017977	3157737	4240596	7405034	8231952	8579415	11305870	14985247	
.	21	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	21	450	580	876	1761	2604	4189	7129	63158	65397	72982	88130	94921	198984	291645	300309	309450	315333	325491	334651	344331	375806	448649	462776	478459	507788	527606	697928	733775	777481	856781	986109	1462417	2039137	3034092	3179160	4263207	7438270	8266972	8622734	11339252	14985247	
.	22	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	22	2156	2283	2583	3467	4358	5838	9056	65565	68132	75320	90998	98111	203648	297281	305917	315681	321974	331853	341303	351203	383112	456230	470930	487774	517241	537952	710170	747323	792459	874589	1008323	1489530	2063911	3055364	3204761	4292960	7473997	8306593	8664473	11372673	14985247	
.	23	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	23	2679	2821	3200	4128	5136	6845	10340	66344	69444	76351	92381	99418	206156	301306	310234	320736	327230	337313	346994	357832	389573	463356	478843	497099	527903	549749	722381	760731	806970	893066	1030369	1514931	2086806	3074000	3228646	4321353	7508121	8340382	8684624	11357973	14985247	
.	24	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	24	1253	1455	1873	2948	3965	5782	9299	64540	67903	74739	91337	98908	205789	302107	311526	321990	328807	338909	348986	360413	392112	465116	481297	500265	532305	554538	729642	769042	816418	906322	1047332	1535822	2114529	3095611	3256882	4353021	7558630	8394912	8741675	11404405	14985247	
.	25	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	25	492	711	1137	2175	3220	5279	9043	64601	68538	75328	92777	101025	209611	307576	317506	328369	335481	345687	356259	368580	400855	475042	491852	512106	545409	568620	745238	786819	836425	930418	1077072	1568588	2145607	3120320	3289718	4387925	7608352	8445731	8792685	11450842	14985247	
.	26	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	26	720	976	1421	2377	3447	5732	9700	64718	69125	75596	93343	101664	211883	311542	322008	333583	340972	351254	362103	374628	406700	480824	498320	519429	553138	577400	755444	797675	848472	945798	1096093	1590820	2166699	3135932	3312047	4409312	7637575	8482270	8832466	11490413	14985247	
.	27	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	27	1074	1339	1819	2907	4031	6726	11048	66745	71847	78700	97116	105498	216129	316514	327728	339446	347137	357968	369548	382338	415134	490104	508065	530845	564889	590159	769695	812716	865329	964332	1117535	1612483	2184157	3150268	3330726	4429760	7665698	8525264	8873931	11532569	14985247	
.	28	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	28	3890	4167	4641	5778	6987	9736	14173	69761	75017	81509	100987	109529	222348	324484	335829	348185	356342	366856	378483	392152	425178	501569	520656	544215	579530	606386	789268	834668	889356	995051	1156185	1654515	2218645	3176788	3363270	4465082	7704216	8564155	8914517	11574757	14985247	
.	29	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	29	687	974	1493	2719	4056	7070	11776	68269	73795	80232	99566	109169	223696	327324	339875	354196	362782	373966	386038	400542	433217	510682	530904	555891	592466	620703	806111	853158	910101	1019485	1187245	1690076	2251560	3200936	3394378	4497058	7747342	8610545	8961323	11608172	14985247	
.	30	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	30	3766	4104	4698	5958	7367	10638	15552	71574	77444	83537	103684	113478	228934	333525	345855	358526	367178	378838	391760	406834	439409	517528	538564	564309	601496	630886	819662	868419	927649	1040552	1215182	1722584	2285400	3220477	3423078	4528584	7788842	8658645	9010547	11645646	14985247	
.	31	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	31	1428	1769	2360	3719	5168	8614	13672	70450	76594	82802	103396	113300	231202	337240	351508	365509	374265	386235	399697	415022	447664	526746	548763	575314	613035	643546	834298	884362	944888	1060861	1239382	1749280	2313289	3240653	3451349	4555696	7824033	8705771	9059043	11684372	14985247	
.	32	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	32	901	1301	1953	3268	4811	8976	14573	70966	77794	84062	105653	115405	235224	341650	356613	370093	379238	391808	405993	421784	455393	535901	558651	586305	625132	656925	849215	901005	963322	1081242	1263514	1775349	2341468	3259949	3480522	4584675	7860689	8756534	9110394	11725223	14985247	
.	33	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	33	718	1101	1730	3137	4800	8959	14778	71305	78253	84343	106179	116369	237079	344928	359697	373583	382975	395714	410144	426918	460938	542943	566353	594972	634567	667535	861779	915229	978978	1100336	1286528	1800629	2370035	3282658	3514086	4623212	7910643	8800552	9157551	11766912	14985247	
.	34	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	34	895	1316	2021	3564	5238	9604	15543	72347	79712	86028	108145	119041	240697	351004	365796	379867	389730	403088	418078	436054	470249	553078	577521	606970	647834	682611	880228	935879	1001275	1126012	1316016	1833124	2403228	3314545	3553983	4665356	7965790	8853814	9214900	11804294	14985247	
.	35	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	35	1042	1349	1944	3458	5162	9642	15983	72704	79699	86178	109416	121085	243828	354827	369898	383971	394133	408076	423663	442666	477062	561549	587035	617653	658994	695921	896463	954864	1022685	1150509	1347033	1868069	2435327	3339280	3591764	4706667	8022596	8913033	9276533	11847483	14985247	
.	36	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	36	1299	1629	2249	3797	5687	10522	17424	74774	82292	89316	114289	126271	249766	361370	377018	391554	402577	417794	434474	454554	490332	577050	604269	636523	678549	717599	921175	982472	1053765	1186173	1389772	1913387	2473213	3370837	3635530	4759435	8101180	8968823	9341093	11885838	14985247	
.	37	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	37	1358	1648	2269	3793	5580	10792	17932	75799	83771	91269	115993	128012	253414	367198	383657	398683	410647	426628	444387	465212	502394	590982	620348	654146	696954	738289	943711	1008110	1083514	1220887	1432389	1960672	2519085	3407587	3687834	4822952	8186110	9030551	9407080	11924396	14985247	
.	38	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	38	575	949	1638	3266	5265	10701	18247	77332	85178	92839	118990	132212	258500	374024	390586	406127	418758	435357	453652	476008	512381	603158	634062	668874	713099	755898	963736	1031186	1108707	1248253	1465784	1999706	2562849	3442015	3738451	4879270	8259576	9075812	9469071	11965417	14985247	
.	39	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	39	700	1150	1937	3742	5961	11631	19417	79616	87757	96169	122498	136399	263709	381876	399251	415226	428173	445666	464587	487145	523122	615868	648068	684168	727608	772864	984760	1053218	1133200	1272854	1496632	2033040	2594139	3457670	3776301	4922454	8320508	9143320	9545093	12003578	14985247	
.	40	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	40	783	1182	1976	3732	6049	11834	20223	81560	89485	98474	125276	139077	268813	388083	405824	422007	435846	454065	473421	496268	533006	628476	662729	699186	741438	788410	1002487	1071977	1154860	1294758	1522950	2061113	2619437	3467720	3810615	4963425	8381229	9218053	9625300	12044672	14985247	
.	41	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	41	695	1172	2017	3844	6355	12721	21342	84206	92139	101710	129976	144136	275628	397118	415649	432637	447197	466822	487281	510536	547877	647136	682947	720811	763502	812821	1030804	1103430	1189691	1332051	1565881	2106136	2664032	3500894	3863602	5016440	8445996	9291127	9706683	12087037	14985247	
.	42	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	42	942	1573	2618	4735	7490	13996	22910	87626	95904	106187	135088	149661	282271	404309	423410	441092	456574	477119	498726	522613	561199	664144	701763	740857	784384	836794	1058448	1133627	1223568	1368884	1608157	2152623	2713241	3544178	3925697	5080966	8530887	9378659	9801682	12134190	14985247	
.	43	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	43	896	1526	2620	4835	7832	14734	24241	90318	98506	109605	138972	154664	289677	413307	433314	451490	467859	489086	511394	537295	576331	683087	722126	762506	807339	861669	1086511	1165699	1258204	1407699	1652162	2200810	2764358	3590180	3995633	5159234	8631920	9464907	9893981	12184133	14985247	
.	44	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	44	870	1512	2602	4836	7903	15268	25196	92384	100926	112609	143488	159972	296478	421860	442266	461044	478675	500482	523909	552492	591671	701305	742825	784557	831612	889122	1117442	1199447	1295573	1448354	1697325	2250194	2818932	3639492	4069385	5241512	8735653	9559163	9989794	12240865	14985247	
.	45	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	45	862	1540	2708	5169	8469	16176	26567	94482	103061	115728	147777	165496	303257	430246	451604	470782	489042	512199	536192	566110	606215	718669	761908	804417	852537	911735	1143036	1227990	1326971	1482144	1736115	2291484	2870857	3687664	4143880	5324350	8843772	9657654	10096677	12298234	14985247	
.	46	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	46	1623	2333	3477	6014	9525	17356	28361	97205	105924	119228	152073	170112	309614	437928	459475	479302	498118	522325	547311	578604	620606	737020	782535	826833	876673	938707	1173774	1262846	1365935	1526509	1784911	2341619	2924441	3729733	4213730	5391690	8929366	9762474	10209846	12357635	14985247	
.	47	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	47	895	1708	2984	5689	9522	17897	29604	98318	107143	121429	156134	175092	315643	445767	468002	488410	508161	533078	558930	591612	634837	753347	800228	845442	895836	958945	1196173	1287439	1392530	1553568	1813188	2367759	2951423	3742369	4254227	5420312	8979017	9828060	10295340	12377579	14985247	
.	48	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	48	940	1815	3080	5939	10038	18848	31000	99451	108233	123488	159016	178707	321202	452564	475652	497296	517653	543447	569861	604381	648607	768605	815812	862314	914865	980432	1222912	1317799	1426389	1593275	1855776	2409188	2994301	3774290	4322585	5498853	9083265	9877122	10378589	12397086	14985247	
.	49	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	49	934	1959	3278	6315	10722	19732	32456	102110	111203	127521	164695	185995	330433	463477	486939	509010	530415	557577	584768	621380	667394	790419	838962	886459	940505	1008038	1255817	1353758	1465482	1635075	1903601	2463062	3068702	3842996	4429065	5616199	9239429	10022502	10535027	12470102	14985247	
.	50	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	50	1053	2103	3573	6893	11536	20053	32722	101769	110736	128097	168078	190865	338532	472751	499382	521716	543678	572183	599477	640437	688193	829242	882396	934969	993930	1073796	1366042	1487692	1611665	1820968	2139964	2745928	3663941	4536094	5073981	6319412	10412783	11385978	12365347	13647327	14985247	
.	51	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	51	3176	4419	6084	9618	14715	23376	36700	106338	115523	134107	175093	198312	346110	481800	506631	529785	552936	582096	610311	650265	699108	830223	882581	932282	989040	1062154	1324260	1432235	1551749	1737189	2027969	2606612	3371109	4189449	4785257	6019549	10004352	10868756	11801397	13529744	14985247	
.	52	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	52	1130	2491	4294	8089	13590	22208	36239	105755	115582	135554	178696	202214	352289	489370	514274	538878	562637	592670	621897	662253	714047	843894	897516	947458	1005446	1077866	1335476	1439908	1559848	1738754	2018727	2585308	3248448	4014699	4701447	5919377	9714261	10489220	11141654	13032741	14985247	
.	53	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	53	1152	2462	4226	8178	13716	23020	37280	106850	116716	137659	181992	207173	358110	497012	522989	548062	572789	603493	633448	675690	728875	861178	915345	966260	1026186	1099823	1357792	1462936	1585881	1765294	2040658	2603514	3239151	3978681	4733690	5956519	9712325	10424076	10986900	12726919	14985247	
.	54	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	54	1459	3085	5104	9404	15551	24771	40050	109567	119598	141997	187904	213901	365585	505764	531963	557792	583599	615352	646210	690117	745705	879067	935089	983626	1050316	1125552	1388953	1495860	1622707	1805809	2080746	2640518	3267912	3994912	4809637	6038355	9806014	10484031	11024314	12662265	14985247	
.	55	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	55	1036	2745	4929	9465	16248	25727	41509	111327	121933	145656	192600	220196	374514	514906	542210	568599	595097	628298	660076	706781	764332	899553	958367	1008554	1078835	1156433	1423049	1532369	1663632	1850569	2126768	2686041	3314903	4028542	4898720	6138647	9931596	10584214	11117713	12674292	14985247	
.	56	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	56	904	2704	4917	9618	16814	26879	43577	114086	125682	151016	200532	228588	386035	528196	556476	583646	611499	646348	679237	726668	786714	925886	987734	1040408	1112590	1192957	1464772	1575584	1710767	1901387	2179771	2738649	3372542	4079947	5005437	6254938	10077803	10709730	11243893	12719451	14985247	
.	57	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	57	860	2881	5324	10376	18054	28718	46381	118436	130710	158082	208320	236814	396513	538858	567837	595848	624766	660839	694915	743276	805601	947041	1010148	1063580	1137517	1218904	1494872	1608055	1746019	1938519	2220449	2780368	3424395	4127092	5106937	6369479	10228016	10839863	11375311	12776473	14985247	
.	58	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	58	878	3051	5740	11170	19666	30997	49681	123135	135977	164684	217420	247887	408834	551916	582410	611946	641559	678927	714156	763641	827010	973296	1033935	1087653	1163534	1252879	1535158	1649165	1790623	1986831	2269906	2832003	3490390	4183472	5224854	6500449	10388655	10971153	11507683	12835563	14985247	
.	59	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	59	869	3203	5932	11778	20720	32357	52399	127310	140577	170569	225640	258489	421264	566012	597034	627070	657789	696435	731953	784057	849517	998980	1061932	1116776	1195315	1288149	1576122	1692765	1838374	2037799	2322579	2889837	3562090	4244510	5344797	6630194	10557613	11119020	11655305	12905594	14985247	
.	60	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	60	1167	3772	6734	12801	22211	34261	54756	129875	143548	174831	231272	265317	429634	575064	607718	638950	670391	710650	747057	801381	867510	1020472	1084514	1140676	1222369	1317754	1611206	1729391	1879400	2082716	2369652	2944477	3630164	4305927	5467612	6763263	10726625	11269007	11804495	12979377	14985247	
